,gender,race/ethnicity,parental level of education,lunch,test preparation course,math score,reading score,writing score,min,median,max,mean/std
470,female,group C,associate's degree,standard,completed,88.82386710038504,85.0,90.0,85.0,86.91193355019251,90.0,87.15/2.25
471,female,group C,high school,standard,none,59.44355165905873,69.0,74.0,59.44355165905873,64.22177582952936,74.0,65.22/6.31
472,female,group C,associate's degree,standard,completed,61.652758864887545,86.0,84.0,61.652758864887545,72.82637943244377,86.0,73.23/11.7
473,female,group D,some high school,standard,none,55.84146485167685,67.0,61.0,55.84146485167685,58.42073242583842,67.0,59.62/4.65
474,female,group B,associate's degree,standard,completed,65.1697176194442,90.0,91.0,65.1697176194442,77.5848588097221,91.0,77.78/12.67
475,female,group D,bachelor's degree,standard,completed,72.35043873967086,76.0,83.0,72.35043873967086,74.17521936983543,83.0,75.58/4.42
476,male,group E,bachelor's degree,standard,completed,57.275261027831526,62.0,66.0,57.275261027831526,59.63763051391577,66.0,60.44/3.67
477,male,group D,associate's degree,standard,none,84.5719658022955,68.0,72.0,68.0,70.0,84.5719658022955,72.51/6.94
478,female,group D,master's degree,standard,none,57.90846424280665,64.0,70.0,57.90846424280665,60.95423212140332,70.0,62.15/5.06
479,male,group E,associate's degree,standard,none,65.13678894674976,71.0,67.0,65.13678894674976,66.06839447337488,71.0,66.87/2.44
480,male,group B,high school,standard,completed,98.60278488934054,71.0,68.0,68.0,69.5,98.60278488934054,75.02/13.24
481,female,group D,associate's degree,free/reduced,none,55.78968045263036,59.0,56.0,55.78968045263036,55.89484022631518,59.0,56.49/1.4
482,male,group C,some college,free/reduced,none,80.8681505134712,68.0,61.0,61.0,64.5,80.8681505134712,67.07/8.24
483,male,group A,high school,standard,none,83.0417395654678,52.0,46.0,46.0,49.0,83.0417395654678,55.21/15.76
484,female,group B,associate's degree,standard,none,74.24995696549833,52.0,54.0,52.0,53.0,74.24995696549833,57.05/9.65
485,male,group C,high school,standard,none,98.8493314005608,74.0,71.0,71.0,72.5,98.8493314005608,77.47/12.02
486,male,group D,some college,free/reduced,none,90.47892404453005,47.0,56.0,47.0,51.5,90.47892404453005,58.4/18.32
487,female,group C,associate's degree,free/reduced,none,75.37397808182708,75.0,74.0,74.0,74.5,75.37397808182708,74.57/0.61
488,male,group B,some high school,standard,completed,98.094536063164,53.0,57.0,53.0,55.0,98.094536063164,63.22/19.57
489,male,group A,associate's degree,free/reduced,completed,81.9298023217357,82.0,82.0,81.9298023217357,81.96490116086785,82.0,81.96/0.04
490,female,group A,associate's degree,free/reduced,none,60.326427206795024,85.0,76.0,60.326427206795024,68.16321360339751,85.0,69.96/10.62
491,female,group C,associate's degree,standard,none,60.5010082558963,64.0,70.0,60.5010082558963,62.25050412794815,70.0,63.45/3.94
492,female,group C,some college,standard,none,72.38319113214979,83.0,90.0,72.38319113214979,77.6915955660749,90.0,79.09/7.52
493,female,group C,bachelor's degree,standard,none,61.831584040323,88.0,90.0,61.831584040323,74.9157920201615,90.0,75.32/13.6
494,female,group B,high school,standard,none,75.76369017847736,64.0,68.0,64.0,66.0,75.76369017847736,67.55/4.88
495,male,group D,high school,standard,completed,88.08489840201072,64.0,66.0,64.0,65.0,88.08489840201072,69.42/10.47
496,female,group C,some college,standard,none,58.86701955709792,48.0,52.0,48.0,50.0,58.86701955709792,51.37/4.51
497,female,group D,some college,free/reduced,completed,97.25248539074744,78.0,76.0,76.0,77.0,97.25248539074744,80.85/9.21
498,female,group B,some high school,standard,none,79.39640623956149,69.0,68.0,68.0,68.5,79.39640623956149,70.58/4.95
499,male,group E,some college,standard,none,76.18494371679078,71.0,72.0,71.0,71.5,76.18494371679078,72.34/2.19
500,female,group D,master's degree,standard,none,58.33723188725473,79.0,82.0,58.33723188725473,68.66861594362737,82.0,69.27/11.14
501,female,group B,associate's degree,standard,completed,62.41524975250218,87.0,92.0,62.41524975250218,74.70762487625109,92.0,75.71/13.67
502,male,group C,some college,free/reduced,none,93.32995083856969,61.0,54.0,54.0,57.5,93.32995083856969,63.97/16.67
503,female,group E,associate's degree,standard,completed,68.78392907870003,89.0,92.0,68.78392907870003,78.89196453935001,92.0,79.49/10.91
504,female,group D,master's degree,free/reduced,none,68.9222144404462,59.0,54.0,54.0,56.5,68.9222144404462,58.48/6.19
505,female,group B,some high school,standard,none,79.96406793459221,82.0,80.0,79.96406793459221,79.9820339672961,82.0,80.38/0.9
506,male,group A,high school,standard,none,77.95740476115432,70.0,66.0,66.0,68.0,77.95740476115432,69.59/4.96
507,male,group B,bachelor's degree,free/reduced,none,85.4641681431522,59.0,54.0,54.0,56.5,85.4641681431522,61.79/13.39
508,male,group C,master's degree,standard,none,92.3137473242244,78.0,77.0,77.0,77.5,92.3137473242244,80.36/6.69
509,female,group C,bachelor's degree,standard,none,58.47785335586336,92.0,87.0,58.47785335586336,72.73892667793169,92.0,73.74/15.62
510,male,group D,some college,standard,none,58.44686822733397,71.0,73.0,58.44686822733397,64.72343411366698,73.0,65.12/6.82
511,male,group A,some high school,standard,none,79.65115026389506,50.0,43.0,43.0,46.5,79.65115026389506,52.43/15.49
512,male,group D,some high school,free/reduced,none,88.65600654317859,49.0,52.0,49.0,50.5,88.65600654317859,57.83/17.28
513,female,group B,some high school,standard,completed,73.38727337615782,61.0,62.0,61.0,61.5,73.38727337615782,63.78/5.39
514,female,group B,master's degree,free/reduced,completed,82.2974761634212,97.0,94.0,82.2974761634212,88.1487380817106,97.0,88.75/6.69
515,female,group C,some high school,standard,completed,71.41025533411636,87.0,85.0,71.41025533411636,78.20512766705818,87.0,78.61/7.33
516,female,group D,some college,standard,none,62.62001205534143,89.0,84.0,62.62001205534143,73.31000602767071,89.0,74.31/12.08
517,female,group E,some college,standard,completed,88.98191172251988,74.0,73.0,73.0,73.5,88.98191172251988,76.5/6.99
518,female,group D,some high school,standard,completed,56.915109194611546,78.0,78.0,56.915109194611546,67.45755459730577,78.0,67.46/10.54
519,female,group B,high school,free/reduced,completed,78.74957070093572,78.0,79.0,78.0,78.37478535046786,79.0,78.42/0.45
520,male,group D,some college,standard,none,72.11172705972885,49.0,52.0,49.0,50.5,72.11172705972885,54.52/9.91
521,female,group C,associate's degree,standard,none,88.96581885421597,86.0,84.0,84.0,85.0,88.96581885421597,85.59/2.06
522,male,group D,bachelor's degree,standard,none,89.34323555500615,58.0,57.0,57.0,57.5,89.34323555500615,63.77/14.3
523,male,group C,master's degree,free/reduced,none,90.0258031556632,59.0,50.0,50.0,54.5,90.0258031556632,60.71/16.81
524,male,group C,high school,standard,completed,82.11612020730189,52.0,49.0,49.0,50.5,82.11612020730189,56.52/14.36
525,male,group E,some college,standard,none,57.66559332502498,60.0,59.0,57.66559332502498,58.33279666251249,60.0,58.53/0.99
526,male,group C,some high school,free/reduced,completed,68.82348189713927,61.0,60.0,60.0,60.5,68.82348189713927,62.06/3.8
527,female,group C,high school,free/reduced,none,86.41339249785273,53.0,43.0,43.0,48.0,86.41339249785273,54.68/18.22
528,female,group D,bachelor's degree,free/reduced,none,78.098500898559,41.0,47.0,41.0,44.0,78.098500898559,50.22/15.78
529,female,group C,associate's degree,standard,none,76.36866401120965,74.0,70.0,70.0,72.0,76.36866401120965,72.47/2.74
530,female,group C,associate's degree,standard,completed,68.26374590314485,67.0,73.0,67.0,67.63187295157243,73.0,68.58/2.53
531,female,group C,some high school,standard,none,64.58651414700101,54.0,53.0,53.0,53.5,64.58651414700101,55.62/5.03
532,male,group E,associate's degree,standard,completed,75.75571012466776,61.0,58.0,58.0,59.5,75.75571012466776,62.45/7.54
533,female,group E,associate's degree,standard,completed,93.718621253582,88.0,94.0,88.0,90.859310626791,94.0,90.92/2.93
534,male,group B,high school,standard,completed,95.55222200128514,69.0,68.0,68.0,68.5,95.55222200128514,73.81/12.16
535,female,group C,bachelor's degree,free/reduced,completed,67.1956686903151,83.0,83.0,67.1956686903151,75.09783434515755,83.0,75.1/7.9
536,male,group C,associate's degree,standard,completed,90.35715759810024,60.0,58.0,58.0,59.0,90.35715759810024,65.07/14.16
537,female,group D,high school,standard,none,81.03060078218371,66.0,62.0,62.0,64.0,81.03060078218371,67.01/8.01
538,male,group E,bachelor's degree,standard,completed,56.269185094320086,66.0,71.0,56.269185094320086,61.13459254716004,71.0,62.13/6.39
539,male,group A,associate's degree,standard,completed,55.50438224153729,92.0,86.0,55.50438224153729,70.75219112076864,92.0,71.95/16.89
540,male,group C,high school,standard,completed,94.66405273029442,69.0,68.0,68.0,68.5,94.66405273029442,73.63/11.76
541,male,group D,associate's degree,free/reduced,completed,58.35982534825641,82.0,80.0,58.35982534825641,69.1799126741282,82.0,69.58/11.34
542,female,group C,associate's degree,standard,none,81.62100880537567,77.0,79.0,77.0,78.0,81.62100880537567,78.52/1.92
543,female,group D,associate's degree,standard,none,89.77032330349421,95.0,89.0,89.0,89.3851616517471,95.0,90.43/2.57
544,female,group D,master's degree,standard,none,95.0212223714448,63.0,66.0,63.0,64.5,95.0212223714448,70.3/13.87
545,male,group E,some high school,free/reduced,completed,83.68466921449607,83.0,80.0,80.0,81.5,83.68466921449607,81.64/1.69
546,female,group A,some high school,standard,completed,60.78408184665865,100.0,97.0,60.78408184665865,78.89204092332932,100.0,79.49/18.89
547,male,group C,high school,standard,completed,56.4006396846447,67.0,64.0,56.4006396846447,60.20031984232235,67.0,60.8/4.68
548,female,group C,high school,free/reduced,none,98.37843890608846,67.0,64.0,64.0,65.5,98.37843890608846,71.78/14.92
549,male,group C,master's degree,standard,none,96.0541251010203,72.0,69.0,69.0,70.5,96.0541251010203,75.31/11.66
550,male,group C,some high school,free/reduced,none,57.15226982965578,76.0,65.0,57.15226982965578,61.07613491482789,76.0,63.28/7.82
551,male,group B,bachelor's degree,free/reduced,completed,73.21244221912636,90.0,88.0,73.21244221912636,80.60622110956318,90.0,81.01/7.93
552,female,group B,associate's degree,standard,none,74.38457675954591,48.0,50.0,48.0,49.0,74.38457675954591,53.88/11.49
553,male,group D,some college,free/reduced,none,75.71604729468271,62.0,64.0,62.0,63.0,75.71604729468271,65.34/5.86
554,male,group E,associate's degree,standard,none,74.75640102854226,45.0,40.0,40.0,42.5,74.75640102854226,48.45/14.85
555,female,group C,some college,free/reduced,none,71.0591416876962,39.0,33.0,33.0,36.0,71.0591416876962,42.41/16.21
556,female,group C,associate's degree,standard,completed,93.37284876554,72.0,79.0,72.0,75.5,93.37284876554,78.37/8.87
557,male,group C,master's degree,free/reduced,none,94.90769979474928,67.0,66.0,66.0,66.5,94.90769979474928,72.08/12.77
558,female,group B,associate's degree,free/reduced,none,64.13913956818914,70.0,70.0,64.13913956818914,67.06956978409457,70.0,67.07/2.93
559,male,group D,some high school,standard,none,88.03760881385344,66.0,62.0,62.0,64.0,88.03760881385344,68.41/11.1
560,female,group D,some college,standard,completed,92.67598689720847,75.0,79.0,75.0,77.0,92.67598689720847,79.74/7.42
561,female,group C,some college,standard,none,74.33719401547629,74.0,74.0,74.0,74.0,74.33719401547629,74.07/0.15
562,male,group C,bachelor's degree,standard,completed,96.52352366683434,90.0,92.0,90.0,91.0,96.52352366683434,91.9/2.71
563,female,group D,some college,free/reduced,completed,71.39381245309241,80.0,80.0,71.39381245309241,75.6969062265462,80.0,75.7/4.3
564,male,group B,bachelor's degree,free/reduced,none,62.61365698259211,51.0,46.0,46.0,48.5,62.61365698259211,50.82/6.91
565,male,group B,associate's degree,standard,none,59.82759208449876,43.0,45.0,43.0,44.0,59.82759208449876,46.97/7.24
566,female,group E,bachelor's degree,free/reduced,completed,92.25598265158546,100.0,100.0,92.25598265158546,96.12799132579272,100.0,96.13/3.87
567,female,group D,master's degree,free/reduced,completed,81.88126569891548,71.0,78.0,71.0,74.5,81.88126569891548,75.28/4.7
568,male,group B,high school,free/reduced,none,89.69049793517803,48.0,47.0,47.0,47.5,89.69049793517803,55.84/18.93
569,male,group D,bachelor's degree,free/reduced,none,63.10530859227325,68.0,67.0,63.10530859227325,65.05265429613662,68.0,65.25/2.23
570,male,group B,some college,standard,completed,94.358306476892,75.0,70.0,70.0,72.5,94.358306476892,76.37/10.27
571,male,group A,bachelor's degree,standard,none,65.25204575498985,96.0,92.0,65.25204575498985,78.62602287749493,96.0,79.43/14.45
572,female,group C,some college,standard,none,93.60907078345012,62.0,56.0,56.0,59.0,93.60907078345012,65.32/16.01
573,female,group C,high school,free/reduced,completed,91.74082534296204,66.0,64.0,64.0,65.0,91.74082534296204,70.15/12.1
574,female,group E,high school,standard,none,92.70597264444112,81.0,71.0,71.0,76.0,92.70597264444112,78.34/9.04
575,male,group A,associate's degree,free/reduced,completed,62.30550468852301,55.0,53.0,53.0,54.0,62.30550468852301,55.46/3.91
576,male,group A,some college,standard,completed,56.94598661410794,51.0,52.0,51.0,51.5,56.94598661410794,52.49/2.53
577,female,group B,high school,standard,none,68.89150781652046,91.0,89.0,68.89150781652046,78.94575390826023,91.0,79.35/10.58
578,female,group B,some college,free/reduced,completed,72.01392752868719,56.0,58.0,56.0,57.0,72.01392752868719,59.8/6.88
579,female,group D,master's degree,standard,none,86.57768904229064,61.0,68.0,61.0,64.5,86.57768904229064,68.22/10.67
580,female,group D,some high school,standard,none,66.74669005753339,97.0,96.0,66.74669005753339,81.37334502876669,97.0,81.57/14.88
581,female,group E,some high school,standard,none,58.59449625730384,79.0,80.0,58.59449625730384,68.79724812865192,80.0,69.0/10.46
582,female,group D,bachelor's degree,free/reduced,none,67.24477614154233,73.0,78.0,67.24477614154233,70.12238807077117,78.0,71.12/4.52
583,female,group D,associate's degree,standard,completed,62.48251383435597,75.0,80.0,62.48251383435597,68.74125691717799,80.0,69.74/7.73
584,female,group D,some college,standard,none,89.80475877476081,77.0,77.0,77.0,77.0,89.80475877476081,79.56/5.73
585,female,group C,associate's degree,standard,none,65.9297670801402,76.0,76.0,65.9297670801402,70.9648835400701,76.0,70.96/5.04
586,female,group A,high school,standard,none,78.71600323715984,73.0,73.0,73.0,73.0,78.71600323715984,74.14/2.56
587,female,group C,bachelor's degree,free/reduced,none,58.87212895306131,63.0,62.0,58.87212895306131,60.43606447653066,63.0,60.64/1.85
588,female,group C,some college,standard,none,92.3538774146607,64.0,65.0,64.0,64.5,92.3538774146607,69.97/12.52
589,female,group A,some high school,standard,none,67.16431676780104,66.0,65.0,65.0,65.5,67.16431676780104,65.73/0.9
590,male,group C,some college,free/reduced,none,94.9211464298549,57.0,54.0,54.0,55.5,94.9211464298549,63.08/17.84
591,male,group A,some high school,standard,none,65.27508325339312,62.0,50.0,50.0,56.0,65.27508325339312,56.66/6.93
592,male,group E,bachelor's degree,standard,none,61.4280888098122,68.0,64.0,61.4280888098122,62.714044404906105,68.0,63.51/2.72
593,female,group E,high school,standard,none,86.7540161605654,76.0,73.0,73.0,74.5,86.7540161605654,76.65/5.78
594,female,group C,bachelor's degree,standard,completed,95.78067178732265,100.0,99.0,95.78067178732265,97.39033589366133,100.0,97.59/1.9
595,female,group C,bachelor's degree,standard,completed,89.29978383864938,79.0,72.0,72.0,75.5,89.29978383864938,77.56/7.18
596,male,group B,high school,free/reduced,none,63.41587414425256,24.0,15.0,15.0,19.5,63.41587414425256,27.38/20.49
597,male,group A,some high school,standard,none,76.38524083264342,54.0,48.0,48.0,51.0,76.38524083264342,55.48/11.95
598,female,group D,high school,standard,none,65.6453282920024,77.0,73.0,65.6453282920024,69.3226641460012,77.0,70.12/4.91
599,female,group D,some high school,standard,none,94.95083121728317,82.0,81.0,81.0,81.5,94.95083121728317,84.09/6.09
600,female,group D,master's degree,standard,none,95.08488712696516,60.0,63.0,60.0,61.5,95.08488712696516,67.92/15.24
601,female,group C,high school,standard,none,81.93941866388252,29.0,30.0,29.0,29.5,81.93941866388252,39.89/23.51
602,female,group E,some college,standard,none,57.636672287260566,78.0,80.0,57.636672287260566,67.81833614363029,80.0,68.22/10.71
603,male,group D,high school,free/reduced,none,83.74372037457277,57.0,51.0,51.0,54.0,83.74372037457277,59.35/13.86
604,male,group D,master's degree,free/reduced,completed,79.16051642671863,89.0,90.0,79.16051642671863,84.08025821335931,90.0,84.28/5.18
605,male,group C,some high school,standard,none,56.662678213091965,72.0,62.0,56.662678213091965,59.33133910654598,72.0,61.33/6.36
606,female,group C,associate's degree,standard,none,82.88505827167651,84.0,82.0,82.0,82.44252913583826,84.0,82.67/0.83
607,female,group C,master's degree,free/reduced,none,66.9413968215377,58.0,54.0,54.0,56.0,66.9413968215377,57.79/5.38
608,female,group E,some college,standard,none,56.243443761277454,64.0,62.0,56.243443761277454,59.12172188063873,64.0,59.52/3.46
609,female,group B,associate's degree,standard,none,95.23920393506144,63.0,65.0,63.0,64.0,95.23920393506144,70.05/14.11
610,male,group D,some college,free/reduced,completed,91.06781969833366,60.0,63.0,60.0,61.5,91.06781969833366,67.11/13.45
611,female,group C,some college,standard,none,95.5755831776265,59.0,66.0,59.0,62.5,95.5755831776265,68.42/15.46
612,male,group C,bachelor's degree,standard,completed,60.49416809668496,90.0,91.0,60.49416809668496,75.24708404834249,91.0,75.45/15.01
613,female,group C,associate's degree,standard,none,96.56499514015756,77.0,74.0,74.0,75.5,96.56499514015756,79.41/9.67
614,female,group A,associate's degree,standard,none,72.08250279067508,93.0,93.0,72.08250279067508,82.54125139533754,93.0,82.54/10.46
615,female,group C,high school,standard,none,81.0520524423935,68.0,72.0,68.0,70.0,81.0520524423935,71.81/5.43
616,female,group E,bachelor's degree,standard,none,95.59554502892206,45.0,38.0,38.0,41.5,95.59554502892206,51.62/24.75
617,male,group D,bachelor's degree,standard,none,66.42380343600207,78.0,83.0,66.42380343600207,72.21190171800103,83.0,73.21/7.28
618,male,group D,master's degree,standard,none,64.2300639953907,81.0,84.0,64.2300639953907,72.61503199769535,84.0,73.22/9.2
619,male,group C,associate's degree,free/reduced,completed,94.2833174320606,73.0,68.0,68.0,70.5,94.2833174320606,74.76/11.11
620,female,group C,high school,free/reduced,none,61.38111368503313,61.0,54.0,54.0,57.5,61.38111368503313,57.58/3.6
621,male,group B,bachelor's degree,free/reduced,none,80.10094727934944,63.0,56.0,56.0,59.5,80.10094727934944,62.92/10.03
622,male,group C,high school,free/reduced,completed,95.42937981218252,51.0,52.0,51.0,51.5,95.42937981218252,60.19/19.71
623,male,group A,some college,standard,completed,70.5431661186907,96.0,86.0,70.5431661186907,78.27158305934535,96.0,80.27/10.88
624,female,group E,bachelor's degree,free/reduced,none,65.00378905667642,58.0,62.0,58.0,60.0,65.00378905667642,60.6/2.97
625,male,group D,some college,standard,completed,79.26145554070673,97.0,99.0,79.26145554070673,88.13072777035336,99.0,88.53/9.4
626,male,group B,associate's degree,free/reduced,completed,60.52654779960771,70.0,63.0,60.52654779960771,61.763273899803856,70.0,63.16/3.96
627,male,group D,associate's degree,standard,none,58.247247593939385,48.0,46.0,46.0,47.0,58.247247593939385,49.05/5.21
628,male,group D,some college,free/reduced,none,69.32632743970207,57.0,46.0,46.0,51.5,69.32632743970207,53.97/9.72
629,female,group C,some high school,standard,completed,81.09079814722247,51.0,55.0,51.0,53.0,81.09079814722247,58.22/12.89
630,male,group D,some college,standard,none,82.22297699803612,64.0,70.0,64.0,67.0,82.22297699803612,69.44/7.56
631,male,group B,high school,standard,none,77.9273969793147,60.0,65.0,60.0,62.5,77.9273969793147,65.09/7.47
632,female,group B,bachelor's degree,standard,completed,55.39239447646892,74.0,81.0,55.39239447646892,64.69619723823446,81.0,66.1/11.35
633,female,group C,high school,standard,none,84.90491350523087,88.0,85.0,84.90491350523087,84.95245675261543,88.0,85.55/1.37
634,male,group D,some high school,standard,none,79.17937896445807,84.0,80.0,79.17937896445807,79.58968948222903,84.0,80.39/2.05
635,male,group A,high school,standard,none,84.66391761979129,74.0,64.0,64.0,69.0,84.66391761979129,71.13/8.63
636,female,group B,high school,free/reduced,completed,97.11207136810182,80.0,81.0,80.0,80.5,97.11207136810182,83.72/7.5
637,female,group D,some high school,standard,completed,74.83615135718424,92.0,88.0,74.83615135718424,81.41807567859212,92.0,82.22/7.73
638,male,group E,some college,standard,none,92.37167990233152,76.0,74.0,74.0,75.0,92.37167990233152,78.27/7.92
639,female,group D,associate's degree,standard,none,89.04833190374165,74.0,73.0,73.0,73.5,89.04833190374165,76.51/7.02
640,male,group D,high school,standard,none,92.2548109173292,52.0,51.0,51.0,51.5,92.2548109173292,59.55/18.29
641,female,group D,associate's degree,free/reduced,completed,69.52117538142771,88.0,90.0,69.52117538142771,78.76058769071386,90.0,79.16/9.77
642,female,group B,some high school,free/reduced,none,86.17606161825645,81.0,79.0,79.0,80.0,86.17606161825645,81.04/2.99
643,female,group E,high school,standard,completed,61.14867460586723,79.0,80.0,61.14867460586723,70.07433730293361,80.0,70.27/9.18
644,male,group B,high school,standard,none,64.5743528039204,65.0,60.0,60.0,62.2871764019602,65.0,62.37/2.4
645,female,group B,bachelor's degree,standard,completed,77.61995847394176,81.0,81.0,77.61995847394176,79.30997923697089,81.0,79.31/1.69
646,female,group D,associate's degree,standard,none,55.79959902283502,70.0,65.0,55.79959902283502,60.39979951141751,70.0,61.4/6.14
647,female,group E,high school,free/reduced,none,84.85884317502169,62.0,68.0,62.0,65.0,84.85884317502169,68.37/9.55
648,female,group B,high school,standard,none,92.942735775782,53.0,55.0,53.0,54.0,92.942735775782,61.59/17.55
649,female,group D,some college,standard,completed,90.16181631275056,79.0,81.0,79.0,80.0,90.16181631275056,81.83/4.73
650,male,group C,some high school,free/reduced,completed,78.80576601657516,56.0,53.0,53.0,54.5,78.80576601657516,59.06/11.11
651,female,group A,high school,standard,completed,97.48832438110576,80.0,76.0,76.0,78.0,97.48832438110576,81.5/9.09
652,female,group D,some college,standard,completed,60.33003364806909,86.0,98.0,60.33003364806909,73.16501682403455,98.0,75.57/16.45
653,female,group A,associate's degree,standard,completed,85.24392630618567,70.0,74.0,70.0,72.0,85.24392630618567,74.25/6.37
654,female,group B,some high school,standard,none,62.26583794083491,79.0,79.0,62.26583794083491,70.63291897041745,79.0,70.63/8.37
655,female,group B,some college,standard,none,95.50666476002974,67.0,67.0,67.0,67.0,95.50666476002974,72.7/12.75
656,male,group C,associate's degree,free/reduced,none,96.01745046580766,67.0,64.0,64.0,65.5,96.01745046580766,71.3/13.87
657,male,group D,some high school,standard,none,86.5773641083206,66.0,61.0,61.0,63.5,86.5773641083206,67.62/10.8
658,female,group D,associate's degree,free/reduced,none,78.29011120273515,60.0,58.0,58.0,59.0,78.29011120273515,62.66/8.78
659,male,group D,associate's degree,standard,none,94.24881802450014,87.0,85.0,85.0,86.0,94.24881802450014,87.45/3.89
660,male,group C,some college,free/reduced,none,74.15186693816759,77.0,73.0,73.0,73.5759334690838,77.0,74.15/1.67
661,male,group C,some high school,standard,none,96.33088805423591,66.0,63.0,63.0,64.5,96.33088805423591,70.57/14.46
662,female,group D,some college,free/reduced,none,83.23852310716704,71.0,69.0,69.0,70.0,83.23852310716704,72.45/6.09
663,female,group C,high school,standard,none,92.61244577835754,69.0,67.0,67.0,68.0,92.61244577835754,72.72/11.15
664,male,group D,associate's degree,standard,none,73.09295980628643,63.0,63.0,63.0,63.0,73.09295980628643,65.02/4.51
665,female,group C,some high school,free/reduced,completed,98.26817124846238,60.0,60.0,60.0,60.0,98.26817124846238,67.65/17.11
666,female,group C,some college,free/reduced,completed,92.06182098038494,73.0,71.0,71.0,72.0,92.06182098038494,75.81/9.12
667,female,group B,bachelor's degree,free/reduced,none,81.99142247578156,85.0,87.0,81.99142247578156,83.49571123789079,87.0,83.9/2.14
668,male,group C,some college,standard,none,92.06140106012464,74.0,61.0,61.0,67.5,92.06140106012464,71.11/12.89
669,male,group D,associate's degree,standard,completed,96.29448927877658,72.0,77.0,72.0,74.5,96.29448927877658,78.36/10.24
670,female,group C,high school,free/reduced,none,73.38219910983454,76.0,68.0,68.0,70.69109955491727,76.0,71.21/3.48
671,male,group D,associate's degree,free/reduced,none,92.39149751015162,57.0,50.0,50.0,53.5,92.39149751015162,60.58/18.02
672,female,group C,some college,standard,none,94.02327380962636,78.0,76.0,76.0,77.0,94.02327380962636,80.2/7.77
673,female,group C,associate's degree,standard,completed,95.70609860552148,84.0,84.0,84.0,84.0,95.70609860552148,86.34/5.24
674,female,group D,high school,standard,completed,77.0643161294884,77.0,78.0,77.0,77.03215806474421,78.0,77.22/0.44
675,female,group B,some college,standard,completed,63.49381598977997,64.0,66.0,63.49381598977997,63.74690799488998,66.0,64.15/1.06
676,female,group E,some college,standard,completed,70.50574398442961,78.0,76.0,70.50574398442961,73.2528719922148,78.0,73.65/3.33
677,female,group C,some high school,standard,completed,92.97994157628308,82.0,76.0,76.0,79.0,92.97994157628308,81.2/7.04
678,male,group D,associate's degree,free/reduced,none,87.29335542697287,75.0,78.0,75.0,76.5,87.29335542697287,78.36/5.15
679,male,group D,some college,free/reduced,none,71.07053428771086,61.0,60.0,60.0,60.5,71.07053428771086,62.51/4.8
680,female,group D,high school,standard,none,67.56262238277493,72.0,74.0,67.56262238277493,69.78131119138746,74.0,70.18/2.82
681,male,group B,high school,standard,none,55.97201135100669,68.0,60.0,55.97201135100669,57.98600567550335,68.0,59.59/4.99
682,male,group B,high school,standard,none,64.18932093317342,55.0,54.0,54.0,54.5,64.18932093317342,56.34/4.41
683,female,group C,some high school,free/reduced,completed,97.31450096499086,40.0,44.0,40.0,42.0,97.31450096499086,52.66/25.02
684,male,group B,some college,standard,completed,98.60427543358928,66.0,68.0,66.0,67.0,98.60427543358928,73.12/14.27
685,female,group E,master's degree,standard,completed,73.89747788635368,99.0,100.0,73.89747788635368,86.44873894317683,100.0,86.65/12.81
686,male,group E,some college,standard,completed,76.57309769019874,75.0,68.0,68.0,71.5,76.57309769019874,71.81/3.94
687,male,group D,associate's degree,free/reduced,none,67.92470811192325,78.0,73.0,67.92470811192325,70.46235405596163,78.0,71.46/4.22
688,male,group A,high school,free/reduced,none,60.28325043566927,58.0,44.0,44.0,51.0,60.28325043566927,51.46/7.62
689,male,group E,some college,free/reduced,none,79.29435465834972,90.0,83.0,79.29435465834972,81.14717732917487,90.0,82.55/4.44
690,female,group C,associate's degree,standard,none,87.73752926621077,53.0,53.0,53.0,53.0,87.73752926621077,59.95/15.54
691,female,group E,associate's degree,free/reduced,none,85.20085112880193,76.0,78.0,76.0,77.0,85.20085112880193,78.44/3.87
692,female,group C,bachelor's degree,free/reduced,completed,86.54133572119315,74.0,81.0,74.0,77.5,86.54133572119315,78.61/5.3
693,female,group D,associate's degree,standard,none,74.98067725316051,77.0,73.0,73.0,73.99033862658025,77.0,74.39/1.67
694,female,group C,some high school,standard,none,57.16998907427138,63.0,56.0,56.0,56.584994537135685,63.0,57.75/2.97
695,female,group D,some college,free/reduced,none,81.614011306153,89.0,86.0,81.614011306153,83.8070056530765,89.0,84.41/3.15
696,female,group C,associate's degree,standard,completed,97.21790825370894,82.0,90.0,82.0,86.0,97.21790825370894,87.44/6.39
697,female,group A,bachelor's degree,standard,none,66.67213292421005,72.0,70.0,66.67213292421005,68.33606646210502,72.0,68.74/2.29
698,female,group D,associate's degree,standard,completed,55.56400571680707,78.0,79.0,55.56400571680707,66.78200285840353,79.0,66.98/11.47
699,male,group C,high school,free/reduced,none,73.05832188167913,66.0,59.0,59.0,62.5,73.05832188167913,63.91/5.88
700,female,group E,bachelor's degree,standard,completed,68.17785509762193,81.0,82.0,68.17785509762193,74.58892754881097,82.0,74.79/6.67
701,female,group B,some high school,standard,none,61.54656229603552,67.0,72.0,61.54656229603552,64.27328114801776,72.0,65.27/4.39
702,male,group A,bachelor's degree,standard,completed,83.23603230517921,84.0,87.0,83.23603230517921,83.6180161525896,87.0,84.22/1.59
703,female,group D,some college,standard,none,63.39058417117744,64.0,67.0,63.39058417117744,63.69529208558872,67.0,64.3/1.53
